age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
24,Female,36291,3.28,23,7,5.64,3.94,2.49,9,6.0,10.0,4.56,10.0,50.45,72.51,4.12,0.88,0.45,0.1,0.15,0.21,9.79,30,71,1.76,5,1,271.31,10,5.74,6.25,5.34,21.2,3.67,6.39,3.07,10,10
43,Female,108246,1.82,20,13,7.37,10.44,6.57,1,2.22,5.82,6.68,8.18,88.3,63.18,1.47,0.52,0.07,0.2,0.67,0.7,4.92,5,389,3.87,10,0,581.86,6,5.56,6.0,8.72,24.91,7.24,7.93,4.35,94,3
58,Female,120255,0.31,1,5,6.49,2.88,4.79,9,4.83,0.32,4.04,6.7,36.54,77.37,0.0,0.87,0.38,0.61,0.77,0.72,5.72,10,342,3.81,1,1,815.12,3,5.0,2.96,6.66,26.65,3.93,6.55,0.41,63,10
14,Male,64652,4.4,35,7,10.79,5.42,3.44,9,4.88,3.8,7.35,5.5,72.04,72.19,3.95,0.57,0.55,0.5,0.25,0.32,5.94,27,276,2.86,10,0,919.24,10,3.48,5.59,7.58,32.46,8.84,1.22,3.92,4,2
47,Female,32092,5.81,39,24,7.01,2.07,2.69,7,9.24,4.96,6.04,5.29,63.11,76.91,3.95,0.53,0.24,0.7,0.6,0.61,8.27,41,288,0.68,10,1,185.85,2,4.23,0.53,5.4,21.93,9.28,5.86,7.37,10,6
35,Female,56421,6.28,12,10,6.36,0.95,0.61,1,3.42,6.13,6.96,4.53,56.16,75.86,3.59,0.61,0.13,0.6,0.1,0.3,11.12,41,112,2.01,9,1,690.81,4,5.58,1.84,3.82,28.44,9.59,6.53,6.2,93,2
29,Male,99561,6.05,10,24,7.92,0.86,0.4,6,2.79,6.41,6.07,6.62,74.3,83.95,5.39,0.45,0.14,0.28,0.42,0.32,2.63,49,308,1.09,10,1,187.63,2,10.0,0.0,5.76,27.77,10.11,5.12,3.34,84,4
38,Female,23563,1.72,39,17,6.86,1.22,0.02,4,8.32,3.91,7.94,9.2,82.49,75.88,1.82,0.35,0.39,0.4,0.29,0.91,6.32,41,190,4.37,10,0,285.87,1,6.13,4.13,4.39,27.58,4.87,8.8,1.06,25,7
20,Male,147596,3.5,10,1,7.63,1.82,2.46,5,5.6,4.85,9.02,7.66,80.39,64.94,4.14,0.56,0.08,0.48,0.59,0.32,6.46,21,144,1.79,8,1,128.23,7,2.55,5.33,5.8,18.63,6.56,7.3,4.58,56,9
41,Female,57361,2.35,2,22,3.88,0.11,3.1,5,2.63,7.63,3.52,6.17,56.99,93.31,1.88,0.65,0.12,0.16,0.2,0.25,7.29,26,124,3.14,8,0,234.81,7,8.29,4.14,5.02,23.11,7.37,4.28,4.83,34,1
38,Male,88839,1.52,4,23,5.72,4.27,0.01,9,6.13,3.4,6.46,6.19,47.63,97.4,1.35,0.71,0.06,0.48,0.29,0.7,1.91,49,377,0.98,7,0,262.35,2,7.2,2.5,5.79,24.23,4.21,3.37,1.77,5,2
22,Male,29739,5.19,36,11,6.58,1.57,0.51,8,4.31,7.96,8.25,4.26,84.74,74.41,3.25,0.64,0.31,0.7,0.36,0.52,12.6,25,407,3.7,7,1,65.0,9,0.12,5.84,6.58,19.79,7.9,2.91,0.0,29,5
38,Female,44953,2.66,37,15,8.28,0.28,1.87,4,6.36,8.83,2.43,7.39,65.47,81.6,1.44,0.53,0.3,0.25,0.39,0.97,8.99,32,108,1.35,1,0,506.39,7,5.91,2.21,6.91,28.96,6.98,4.08,5.45,21,4
46,Other,70487,1.22,27,17,8.56,0.06,1.62,6,6.8,4.8,5.95,6.52,86.49,57.02,1.26,0.21,0.1,0.5,0.36,0.49,10.27,15,319,0.36,8,1,734.52,1,3.16,2.71,6.58,29.82,7.01,5.34,7.09,57,9
53,Male,12985,1.97,29,8,7.57,3.77,0.98,9,5.14,1.56,5.92,3.19,60.4,71.49,0.05,0.62,0.14,0.55,0.54,0.5,10.06,18,478,0.99,3,0,843.53,6,5.24,3.05,5.13,20.25,12.12,5.99,7.13,3,5
19,Male,39374,2.29,6,7,8.74,1.2,2.37,7,5.3,5.86,6.69,7.32,66.32,75.34,1.14,0.73,0.24,0.25,0.46,0.71,2.95,42,395,0.33,7,1,1143.03,1,2.46,3.45,7.02,24.93,3.29,0.0,3.72,63,3
16,Male,106489,4.59,3,20,9.2,2.61,1.26,10,5.16,5.14,6.82,3.06,62.97,59.85,4.34,0.09,0.17,0.19,0.74,0.55,1.54,13,380,1.98,1,0,314.12,3,5.63,6.96,8.49,28.87,9.42,5.91,4.55,10,2
57,Male,93016,3.08,39,2,6.25,0.76,1.53,10,2.51,2.05,4.17,7.07,73.22,80.07,2.33,0.61,0.32,0.4,0.6,0.34,2.59,5,232,1.52,9,0,227.57,10,3.63,3.54,5.1,26.57,5.91,5.42,5.25,77,4
23,Female,110772,0.94,26,19,6.46,0.86,5.63,9,3.35,3.79,10.0,9.4,72.14,62.86,0.0,0.65,0.24,0.4,0.39,1.0,16.87,26,20,1.11,4,0,189.0,10,7.42,7.52,3.84,24.69,3.81,5.39,6.28,64,5
41,Male,23563,0.15,33,2,8.84,1.36,2.67,9,6.12,6.34,4.0,9.21,70.45,67.8,0.0,0.72,0.29,0.39,0.64,0.21,14.23,19,313,0.89,0,1,1057.06,1,6.44,6.23,10.0,18.0,0.58,5.68,3.53,60,6
48,Female,17373,4.12,11,10,9.07,1.17,2.39,1,4.32,4.28,3.78,10.0,43.21,62.33,3.61,0.58,0.24,0.53,0.47,0.78,12.54,21,323,1.29,6,0,157.47,3,7.21,1.57,1.59,23.7,5.98,9.9,4.24,34,6
37,Female,31074,2.57,15,8,4.84,0.32,0.09,7,8.29,6.56,4.85,6.36,94.39,96.76,1.47,0.34,0.66,0.35,0.38,0.56,3.59,32,222,1.65,8,0,484.51,2,5.43,4.87,6.72,26.8,3.39,8.08,4.14,30,4
33,Female,22009,0.37,34,11,9.55,1.39,2.3,5,3.36,3.01,7.17,2.32,100.0,82.87,1.69,0.37,0.29,0.31,0.86,0.79,7.09,47,398,1.76,0,1,1192.78,3,4.49,7.36,8.55,24.48,3.87,3.67,7.81,93,5
48,Male,40619,4.97,36,0,7.02,0.43,0.61,1,4.03,4.87,4.84,6.82,40.21,65.91,3.6,0.85,0.28,0.52,0.49,0.43,6.1,31,382,3.79,4,1,530.0,7,5.48,4.44,6.53,23.67,10.14,5.8,5.39,61,3
22,Female,114814,9.07,2,15,7.27,2.62,7.81,8,5.73,5.21,5.57,6.53,69.11,49.28,5.55,0.73,0.43,0.18,0.59,0.62,2.86,11,294,4.07,5,1,983.95,2,4.92,3.99,5.97,23.7,10.82,6.43,5.75,67,8
49,Female,57357,5.21,13,23,7.23,0.49,0.9,1,4.36,3.14,6.21,3.72,65.57,82.06,3.92,0.73,0.09,0.58,0.16,0.72,4.11,32,382,2.86,10,1,32.36,4,4.31,7.25,7.35,24.08,8.01,7.27,5.63,87,9
21,Male,71525,12.32,12,6,10.71,0.55,1.36,1,7.09,5.33,5.7,5.01,87.3,35.46,8.29,0.48,0.42,0.31,0.29,0.29,2.03,1,10,2.0,0,1,1363.41,2,2.3,0.48,9.0,15.62,19.71,4.97,5.33,99,6
36,Female,122845,5.93,19,4,5.83,1.88,1.79,1,5.67,2.66,4.89,7.9,64.03,53.09,3.03,0.33,0.29,0.5,0.26,0.44,2.42,48,198,0.21,9,1,253.52,1,4.46,5.51,7.31,20.5,8.91,3.07,0.86,14,2
47,Male,26190,2.56,11,1,7.58,0.25,0.3,6,6.35,6.05,4.87,7.53,67.66,67.23,3.38,0.38,0.33,0.14,0.76,0.42,7.44,22,47,3.48,5,0,444.85,3,3.43,6.86,4.94,23.23,5.95,2.49,5.42,13,2
47,Male,22658,4.15,28,19,9.05,3.36,3.22,3,6.63,3.1,5.9,6.47,59.55,86.78,4.26,0.29,0.2,0.45,0.61,0.18,12.09,31,72,1.96,6,0,513.78,6,7.64,4.4,2.96,20.96,10.31,5.74,6.13,2,1
48,Other,43922,3.14,29,15,5.93,1.29,2.51,4,3.38,1.79,6.97,3.54,66.04,79.54,2.17,0.29,0.26,0.57,0.65,0.48,2.27,29,56,2.42,10,0,636.15,0,7.97,7.45,6.03,22.97,9.06,5.95,4.52,8,4
30,Female,125363,8.7,2,18,5.6,0.3,1.4,2,5.45,6.05,3.94,7.94,87.98,60.23,5.21,0.84,0.49,0.75,0.86,0.57,11.18,17,198,0.76,4,0,180.83,3,2.72,6.42,10.0,22.93,10.14,4.0,5.77,37,4
51,Female,40696,1.24,32,6,7.39,1.13,2.27,8,4.25,2.48,7.09,7.9,100.0,79.89,1.7,0.64,0.48,0.79,0.51,0.79,9.25,45,211,2.19,9,1,387.02,3,2.27,3.7,6.09,28.47,6.22,4.42,3.85,94,1
44,Male,147255,3.08,6,19,5.07,2.76,0.27,8,5.46,5.86,6.65,7.87,77.16,75.59,2.36,0.35,0.32,0.18,0.48,0.56,4.47,11,193,4.78,8,0,93.7,10,8.45,5.36,5.0,33.25,6.26,7.68,5.12,43,9
36,Female,40034,3.36,31,10,7.34,7.52,0.84,10,2.79,8.76,5.95,7.52,84.0,85.24,2.93,0.52,0.1,0.82,0.42,0.56,8.84,44,449,3.27,6,1,749.25,8,4.94,4.65,8.23,18.45,5.24,4.9,6.39,33,3
35,Male,13353,3.07,10,6,5.85,4.41,0.14,4,3.74,3.22,5.13,6.12,87.5,75.03,1.54,0.46,0.48,0.74,0.86,0.74,4.39,23,72,1.34,9,1,89.99,1,5.75,7.37,10.0,18.68,4.11,5.54,4.85,86,8
44,Female,99370,2.86,19,12,7.71,0.16,3.81,9,0.86,5.61,8.9,4.3,78.1,56.05,1.62,0.68,0.41,0.51,0.68,0.62,30.28,4,395,5.03,0,1,322.98,8,9.52,3.96,3.37,22.26,7.84,7.05,5.13,61,5
49,Female,85104,4.15,20,19,7.85,0.18,0.96,9,1.61,6.17,3.46,7.34,93.87,63.09,2.74,0.17,0.31,0.4,0.87,0.33,5.56,18,354,1.36,5,0,1001.82,10,3.85,4.71,7.5,26.56,10.91,4.97,2.36,69,3
24,Male,31975,5.51,17,11,4.81,1.49,0.3,6,2.29,5.32,5.34,4.55,80.9,77.87,5.0,0.39,0.16,0.2,0.2,0.57,2.69,27,298,1.56,10,0,1009.96,8,5.85,3.61,5.64,26.35,8.72,5.03,3.68,30,10
25,Female,44166,4.37,7,7,8.51,0.85,0.61,1,2.17,5.71,8.42,7.19,77.67,70.22,1.64,0.54,0.2,0.22,0.02,0.27,2.77,39,177,5.59,4,1,1489.89,8,5.68,5.13,3.55,20.68,8.77,3.28,3.23,19,5
35,Male,103531,2.52,37,10,7.7,0.56,1.4,9,3.03,3.25,6.37,4.98,50.97,52.24,1.47,0.92,0.15,0.38,0.96,0.83,5.1,24,217,3.78,3,0,473.19,8,5.21,2.0,10.0,22.99,5.35,5.82,4.78,19,3
37,Male,135905,0.76,3,4,7.35,0.07,0.52,10,8.11,3.84,0.5,5.27,64.53,76.79,0.36,0.24,0.43,0.72,0.67,0.66,11.54,15,279,1.38,3,1,588.76,10,4.14,7.32,5.11,26.12,1.57,5.23,4.16,50,7
47,Male,61290,2.09,29,10,7.15,0.54,1.09,6,6.03,3.86,5.13,4.73,63.53,58.44,1.51,0.42,0.23,0.51,0.64,0.46,11.89,10,360,1.56,7,0,937.97,8,4.52,4.22,6.14,17.2,2.75,4.26,4.41,70,6
53,Male,110611,0.89,20,17,9.17,0.76,6.09,10,8.36,5.18,8.07,7.19,72.49,46.48,0.0,0.47,0.08,0.43,0.17,0.08,7.48,31,439,1.7,6,0,149.91,5,5.71,2.48,7.37,24.85,3.28,3.95,1.61,16,6
42,Female,121996,1.65,21,16,7.33,0.53,2.69,6,6.97,4.44,7.99,5.14,57.12,55.25,0.0,0.47,0.52,0.46,0.32,0.6,7.67,45,424,1.82,1,0,651.61,0,5.87,2.35,5.53,25.78,6.31,8.14,6.03,60,7
29,Female,82419,1.31,8,3,6.76,0.65,0.05,2,5.81,2.57,7.43,3.18,82.05,43.82,1.29,0.44,0.07,0.18,0.29,0.58,3.9,28,319,3.82,5,0,478.28,6,2.64,0.54,6.2,27.19,1.59,8.06,6.32,16,7
32,Male,69535,2.14,3,2,4.42,3.44,0.3,6,3.33,3.42,5.32,10.0,61.1,65.43,2.42,0.58,0.19,0.13,0.43,0.82,11.35,34,238,2.17,4,0,1020.92,9,3.33,0.29,6.75,19.43,7.26,5.08,0.8,18,3
37,Female,35637,2.55,11,5,6.86,0.8,0.47,1,5.13,4.92,5.63,6.4,73.71,61.15,2.89,0.76,0.1,0.26,0.34,0.4,1.89,8,215,2.97,0,1,985.59,8,5.11,6.19,3.19,16.59,3.24,4.25,4.81,99,7
34,Male,22756,0.7,39,21,9.08,1.52,0.06,4,4.61,6.94,5.35,5.11,72.32,45.89,0.0,0.51,0.22,0.71,0.37,0.31,2.35,14,189,1.09,8,0,1317.97,0,9.44,1.97,4.49,23.84,7.53,5.02,2.45,30,3
25,Female,148491,6.76,25,14,6.44,0.31,1.59,5,5.28,3.3,5.83,5.11,63.33,63.01,5.0,0.43,0.49,0.66,0.77,0.65,4.66,24,125,1.6,4,0,127.9,2,5.36,5.18,6.32,22.65,9.17,6.54,3.1,93,8
31,Female,61702,3.01,25,0,8.63,0.85,0.69,10,4.39,5.95,7.34,10.0,70.89,73.39,2.09,0.7,0.37,0.68,0.93,0.66,4.15,39,382,3.17,6,1,406.45,9,3.46,5.44,9.15,20.37,5.5,6.42,0.05,1,4
48,Female,138346,1.46,24,20,6.48,3.19,1.26,8,6.14,7.72,7.06,6.44,57.4,59.71,2.04,0.5,0.12,0.56,0.41,0.02,9.58,27,422,2.44,8,1,83.01,6,7.79,5.73,4.51,27.61,2.26,2.76,2.36,46,3
24,Female,25919,2.41,22,21,7.83,0.02,1.44,2,5.41,4.35,5.17,5.91,77.51,52.45,3.56,0.32,0.48,0.42,0.94,0.58,5.53,21,84,1.67,8,0,1364.68,9,4.14,6.24,3.11,27.38,4.52,8.64,5.17,41,3
53,Male,137877,0.98,35,13,6.84,0.73,2.53,2,5.93,3.77,5.79,3.4,91.17,85.7,0.52,0.13,0.24,0.3,0.57,0.46,8.32,27,185,1.86,9,1,1005.21,4,7.45,3.97,6.12,21.18,2.74,4.0,4.07,72,6
31,Female,46980,0.65,15,5,5.7,0.01,0.72,3,2.26,4.17,4.91,6.56,42.66,67.18,1.16,0.5,0.14,0.29,0.06,0.33,13.83,16,117,1.46,4,0,198.59,0,4.57,6.29,6.03,26.29,3.66,7.51,2.37,52,9
24,Male,136376,2.06,31,22,7.1,1.59,0.14,7,9.79,7.52,7.2,6.38,84.25,80.4,0.86,0.83,0.36,0.56,0.27,0.49,3.74,12,19,0.35,4,1,369.9,10,3.94,10.0,5.23,23.02,5.62,5.1,2.78,50,10
21,Female,37465,8.56,7,5,7.54,2.78,0.01,1,4.16,8.63,7.24,3.79,76.14,66.92,6.26,0.77,0.07,0.25,0.16,0.62,2.13,21,165,0.61,4,0,415.83,7,3.6,8.81,8.33,18.11,13.22,3.95,4.67,30,3
19,Other,69281,3.29,6,9,4.77,0.45,9.49,3,4.87,5.43,7.73,5.99,60.19,66.29,3.13,0.65,0.42,0.13,0.79,0.46,5.3,11,89,7.43,3,1,233.15,5,3.9,4.02,7.08,21.05,12.39,7.15,2.95,71,10
40,Female,59586,5.43,12,13,5.05,1.38,2.07,3,1.04,0.0,5.2,6.73,72.43,57.36,3.96,0.4,0.24,0.51,0.65,0.23,7.16,27,175,1.45,10,0,358.47,6,5.84,5.3,4.48,27.43,8.29,5.46,3.02,81,4
26,Male,13314,6.92,26,2,10.24,1.37,0.23,5,4.07,4.81,6.51,3.49,90.24,54.82,5.61,0.63,0.1,0.35,0.27,0.47,5.24,32,41,3.66,9,0,1825.21,6,5.42,7.33,3.13,23.11,12.38,4.47,1.79,80,4
43,Male,110372,3.38,12,5,7.58,3.19,2.57,8,3.2,1.24,6.99,8.43,69.62,66.15,2.28,0.51,0.24,0.34,0.39,0.83,11.5,26,380,1.73,6,0,1098.46,8,6.28,3.68,7.01,23.58,3.45,7.69,3.28,10,3
31,Male,94755,0.21,33,17,6.02,1.22,3.2,8,6.49,8.81,1.95,7.32,53.95,75.71,1.8,0.26,0.38,0.25,0.43,0.25,9.1,38,129,1.62,7,0,141.87,5,4.29,5.18,7.43,20.44,4.54,4.35,0.88,44,9
59,Female,69468,3.14,30,5,4.76,5.8,0.12,1,7.87,3.4,7.57,4.98,61.62,63.35,1.83,0.39,0.39,0.68,0.63,0.68,15.19,14,274,3.9,7,0,381.13,7,4.48,7.62,3.03,23.82,4.78,4.4,5.23,21,8
28,Female,31258,5.05,32,0,6.56,1.05,0.42,6,2.97,3.45,5.02,2.52,68.91,70.45,4.34,0.61,0.18,0.25,0.7,0.12,3.9,6,59,4.33,9,1,211.42,3,3.43,3.25,5.06,26.43,7.39,2.67,1.88,25,2
17,Female,91658,2.31,17,24,7.98,1.86,1.58,3,2.51,3.9,2.21,5.35,49.59,57.87,1.97,0.39,0.39,0.77,0.7,0.33,0.63,21,172,0.88,2,0,362.24,2,3.5,3.82,9.01,28.46,6.51,5.57,3.63,32,5
47,Female,115725,6.91,24,17,6.41,0.04,2.11,1,3.51,3.92,3.83,3.7,66.43,74.62,4.16,0.14,0.27,0.4,0.75,0.39,5.62,48,350,0.9,3,0,33.94,4,3.5,3.48,8.25,18.92,11.24,5.82,4.02,82,10
24,Male,71335,0.51,29,24,7.19,0.29,1.65,8,3.75,7.85,7.55,7.81,93.01,76.97,0.0,0.78,0.05,0.22,0.51,0.92,18.63,47,300,1.67,1,1,171.82,1,3.5,2.69,5.15,18.09,1.85,5.72,5.78,79,7
37,Other,63367,5.3,26,24,5.56,0.6,1.07,1,6.8,5.98,4.04,5.33,92.15,73.48,4.21,0.95,0.21,0.31,0.57,0.63,13.43,22,408,2.3,1,1,349.36,0,4.64,1.07,7.16,22.85,6.37,9.17,4.73,0,10
33,Female,34100,4.11,26,8,7.5,0.93,1.4,2,4.82,5.95,5.56,9.44,86.98,53.42,2.92,0.73,0.3,0.4,0.69,0.61,7.94,43,48,1.08,3,0,39.18,1,3.98,4.56,6.31,26.04,6.03,10.0,3.48,42,2
48,Male,30816,8.13,26,7,5.04,0.44,4.3,7,2.43,6.19,6.34,3.79,64.81,58.15,5.19,0.33,0.24,0.16,0.38,0.18,6.23,16,321,0.48,9,1,253.39,1,6.02,7.43,4.08,31.83,20.01,5.44,5.68,14,8
35,Female,19040,5.14,11,8,3.97,1.75,3.94,4,3.7,3.87,8.19,6.29,81.67,59.35,3.24,0.55,0.12,0.32,0.2,0.37,1.29,31,193,3.66,5,0,160.27,9,7.34,4.77,3.63,26.13,16.21,7.39,4.67,93,8
28,Female,99558,1.64,14,5,8.98,0.16,1.7,1,5.43,4.86,8.32,4.8,98.23,52.57,0.0,0.66,0.47,0.2,0.49,0.69,4.16,18,314,1.3,8,1,348.86,8,7.03,5.21,7.45,27.45,2.18,3.52,4.45,43,2
51,Female,77632,5.66,31,9,9.61,0.55,1.77,4,2.93,1.11,4.81,7.96,73.76,93.21,4.64,0.27,0.47,0.47,0.46,0.16,13.44,36,369,0.68,6,0,27.67,7,4.57,4.07,8.21,25.83,9.29,0.0,3.51,90,1
57,Other,62794,1.55,10,16,8.67,2.71,0.38,6,5.55,5.73,5.33,6.9,72.08,93.56,1.68,0.47,0.39,0.34,0.85,0.65,6.23,8,199,7.37,0,1,78.88,5,9.47,1.14,5.3,29.55,7.83,3.4,1.35,58,5
54,Female,23808,2.93,28,2,8.17,1.39,0.28,6,5.6,2.67,4.96,7.56,65.48,56.24,3.09,0.39,0.63,0.59,0.27,0.66,14.77,29,365,1.93,2,0,557.26,2,3.42,8.78,3.33,21.73,8.91,5.03,6.3,48,10
51,Male,111885,1.97,39,22,7.7,0.44,0.54,6,5.38,9.48,6.73,6.51,50.45,83.3,2.22,0.35,0.24,0.13,0.52,0.51,8.94,14,394,0.92,1,1,1118.86,9,6.2,4.34,3.23,29.77,4.73,4.02,2.25,20,6
26,Male,98610,0.1,26,21,9.08,2.73,5.46,1,4.67,3.81,10.0,4.25,60.2,75.79,0.94,0.36,0.4,0.5,0.74,0.45,3.57,11,337,0.51,5,1,163.84,4,3.79,5.36,4.21,22.96,2.35,5.96,4.12,46,10
43,Male,48367,3.48,33,6,4.37,0.55,2.19,2,5.25,6.12,6.41,0.7,58.02,84.3,2.86,0.36,0.37,0.68,0.38,0.53,6.62,20,457,4.49,3,1,591.68,9,7.02,3.86,6.82,25.44,5.44,9.86,2.56,58,10
17,Male,135728,5.41,25,17,6.95,3.12,2.2,6,3.96,10.0,5.14,7.1,66.21,94.08,4.67,0.37,0.24,0.42,0.24,0.18,4.03,38,121,1.25,0,1,961.72,10,2.68,6.1,7.66,21.29,6.52,6.8,5.12,3,4
47,Male,140859,7.42,10,19,6.29,0.69,2.07,8,5.74,9.08,8.63,6.09,56.47,73.63,4.78,0.37,0.08,0.76,0.35,0.41,1.76,7,87,2.51,5,1,1519.73,10,7.89,0.85,5.08,16.94,10.94,5.49,3.38,81,3
35,Male,70457,3.1,6,22,6.73,0.53,0.79,1,6.49,6.48,3.4,7.97,45.1,64.0,1.8,0.76,0.06,0.48,0.79,0.36,2.57,21,256,1.77,7,1,199.98,10,6.43,5.57,3.36,27.9,5.87,6.85,0.0,29,2
41,Male,127831,0.09,1,6,7.92,1.0,6.08,5,4.59,6.74,9.82,6.74,69.78,65.07,0.96,0.38,0.2,0.34,0.84,0.24,4.47,8,366,3.73,0,0,205.29,9,9.21,4.16,3.54,21.74,8.91,6.41,2.03,89,7
55,Male,130031,3.96,8,0,5.8,4.38,2.55,1,2.17,5.89,6.18,7.64,99.09,72.54,2.12,0.42,0.06,0.43,0.13,0.56,10.29,31,24,0.91,9,1,735.15,8,6.05,7.12,5.58,21.03,5.73,3.8,0.1,69,10
23,Female,93569,2.13,39,3,6.93,0.15,1.11,4,1.7,8.19,6.45,6.56,74.41,97.11,1.02,0.31,0.28,0.34,0.43,0.21,4.19,15,286,1.99,4,0,173.53,4,3.22,2.44,6.88,25.56,7.88,3.04,1.51,81,8
30,Female,27859,0.77,9,16,5.86,1.07,0.99,6,5.04,0.0,5.57,3.39,49.41,80.56,0.12,0.61,0.01,0.24,0.53,0.54,2.68,47,426,1.3,2,0,683.53,9,3.8,4.48,6.48,24.9,6.82,6.25,6.76,94,8
59,Male,120582,7.74,5,0,8.15,1.18,3.13,8,5.15,8.91,7.21,5.29,87.8,81.13,4.54,0.33,0.18,0.53,0.81,0.48,5.31,13,34,2.05,4,0,468.05,7,0.22,5.83,10.0,25.68,9.84,3.31,4.63,0,6
24,Male,24158,3.92,6,19,10.0,1.22,1.88,1,6.69,4.15,6.0,10.0,67.78,79.11,2.12,0.5,0.57,0.38,0.38,0.66,11.37,14,125,2.59,0,1,500.66,3,3.78,5.52,5.02,25.27,11.46,4.33,6.94,32,5
21,Female,118681,2.85,10,22,6.51,0.91,2.27,3,1.92,5.19,4.47,7.29,71.77,84.15,2.25,0.71,0.36,0.58,0.18,0.82,25.34,10,81,1.03,10,1,790.99,9,6.26,2.06,9.22,22.94,13.36,7.15,2.9,89,5
22,Male,91563,12.85,12,1,7.11,0.13,0.28,1,3.03,2.6,5.39,5.95,47.39,55.36,7.15,0.85,0.43,0.62,0.41,0.15,1.47,12,319,0.46,0,0,312.08,10,6.12,2.0,2.67,25.2,32.56,2.76,3.19,11,7
56,Male,111019,3.29,9,17,7.26,1.56,0.08,2,1.49,10.0,5.1,5.09,61.12,59.73,3.33,0.69,0.37,0.3,0.45,0.53,1.91,4,425,0.09,2,1,1227.47,0,3.82,3.54,9.36,23.48,6.96,3.8,5.62,70,4
29,Female,75040,3.03,28,9,8.42,2.12,1.88,4,4.45,5.41,4.24,5.67,61.09,73.7,2.57,0.79,0.16,0.6,0.38,0.41,5.56,46,59,1.22,6,1,636.03,8,7.33,4.91,5.73,21.24,4.95,5.57,4.03,33,2
50,Female,13559,2.07,4,17,8.6,1.45,2.98,7,5.06,3.42,5.23,7.63,68.29,61.52,0.01,0.52,0.17,0.18,0.85,0.28,5.73,35,125,1.4,2,0,40.02,7,8.07,4.12,4.73,20.68,4.81,5.06,4.21,91,4
19,Male,140571,2.78,11,9,6.81,0.4,0.94,3,7.08,3.12,6.3,5.75,53.76,56.73,0.4,0.81,0.69,0.58,0.28,0.87,1.33,15,159,1.47,0,1,730.66,2,5.21,7.71,6.7,20.37,4.14,5.38,0.81,79,10
58,Male,145776,4.63,7,9,6.94,0.8,0.03,2,5.57,7.15,5.71,6.22,48.14,50.31,5.36,0.33,0.53,0.03,0.53,0.64,13.74,29,441,4.28,6,1,194.38,5,5.47,5.34,5.79,27.12,6.92,7.55,5.18,59,1
25,Male,65700,6.35,17,3,5.07,1.86,0.66,4,3.48,3.11,7.96,6.26,84.24,100.0,5.85,0.76,0.42,0.37,0.89,0.65,17.72,4,57,1.39,7,0,405.34,5,5.1,3.86,6.58,22.33,18.27,6.21,3.29,83,2
52,Female,93563,3.01,3,24,6.16,0.29,2.34,6,6.9,8.31,6.15,5.47,56.25,81.49,3.14,0.37,0.07,0.12,0.88,0.47,0.75,2,465,0.8,3,1,3.31,10,7.21,5.15,4.94,23.58,8.18,6.29,2.1,50,9
54,Female,94801,0.49,17,11,7.58,0.49,3.71,2,9.68,3.31,5.23,6.07,61.62,51.77,0.74,0.63,0.37,0.48,0.74,0.77,4.18,9,252,2.09,0,1,332.83,0,4.76,3.85,3.9,18.25,10.0,5.05,2.98,45,2
21,Male,5200,2.5,35,1,5.29,2.71,0.21,8,6.64,3.57,6.55,4.67,56.64,42.76,1.15,0.46,0.16,0.54,0.78,0.39,6.47,11,438,2.15,8,1,128.43,9,4.55,6.55,4.66,24.35,6.64,2.55,2.44,56,9
39,Male,123443,0.89,20,16,4.44,3.01,4.37,9,2.79,5.31,7.23,5.12,60.96,100.0,0.14,0.76,0.16,0.89,0.41,0.11,1.15,21,235,1.04,1,1,102.7,1,4.22,9.81,9.54,28.84,4.5,4.58,6.81,47,2
14,Female,34081,8.48,8,24,6.16,0.06,1.91,5,6.26,3.71,5.34,4.52,71.09,60.47,6.57,0.77,0.24,0.28,0.36,0.83,8.55,34,460,2.23,1,1,741.11,0,4.76,6.16,5.08,21.32,11.61,6.95,4.95,50,5
17,Male,108390,1.89,37,15,6.53,0.16,2.49,3,5.11,2.41,6.43,9.11,68.75,79.42,1.16,0.73,0.57,0.57,0.37,0.6,4.75,15,251,3.45,9,0,255.26,5,3.1,3.1,8.46,30.98,5.95,4.38,4.07,44,7
41,Other,91217,4.13,32,19,6.48,3.83,0.07,10,4.22,7.94,6.22,6.56,84.21,66.29,2.55,0.14,0.25,0.72,0.61,0.78,2.82,20,104,1.62,6,0,69.78,8,5.52,3.85,2.36,29.14,4.8,6.06,1.3,28,4
49,Male,72056,4.74,19,7,4.94,3.65,1.27,7,7.66,9.53,4.7,4.24,66.6,59.34,2.58,0.56,0.61,0.59,0.39,0.38,7.91,25,308,0.09,0,1,431.88,0,5.44,4.47,0.9,33.5,5.81,5.56,3.28,82,9
